,scale,km_kilometers,m,metres,scale_grp,legend,figure,mapp,alignment_sheet,sheet,figure_grp,north,n,words_in_page,No_of_images,Area_of_images,dataID,pageNo,paths_l
740,0,0,0,0,0,0,0,0,0,0,0,2,0,1815,1,38070,4160318,30,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
741,0,0,0,0,0,0,0,0,0,0,0,2,0,1526,1,38070,4160318,31,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
742,0,0,0,0,0,0,0,0,0,0,0,3,0,1653,1,38070,4160318,32,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
743,0,0,0,0,0,0,0,0,0,0,0,3,0,1238,1,38070,4160318,33,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
744,0,0,0,0,0,0,0,0,0,0,0,2,0,1561,1,38070,4160318,34,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
745,0,0,0,0,1,0,0,0,0,0,0,1,0,1131,1,38070,4160318,35,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
746,0,0,0,0,0,0,0,0,0,0,0,5,0,1232,1,38070,4160318,36,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
747,0,0,0,0,0,0,0,0,0,0,1,0,0,1364,1,38070,4160318,37,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
748,0,0,0,0,0,0,0,0,0,0,0,0,0,687,1,38070,4160318,38,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
749,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,4160318,39,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
750,0,0,0,0,0,0,0,0,0,0,0,0,0,1866,1,38070,4160318,40,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
751,0,0,0,0,0,0,0,0,0,0,0,1,0,1967,1,38070,4160318,41,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
752,1,0,0,0,1,0,0,0,0,0,0,0,0,1709,1,38070,4160318,42,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
753,0,0,0,0,0,0,0,0,0,0,0,0,0,1583,1,38070,4160318,43,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
754,0,0,0,0,0,0,0,0,0,0,0,0,0,1820,1,38070,4160318,44,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
755,0,0,0,0,0,0,0,0,0,0,0,1,0,1826,1,38070,4160318,45,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
756,0,0,0,0,0,0,0,0,0,0,0,0,0,1651,1,38070,4160318,46,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
757,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,1,38070,4160318,47,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
758,0,0,0,0,0,0,0,0,0,0,0,1,0,1814,1,38070,4160318,48,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
759,0,0,0,0,0,0,0,0,0,0,0,1,0,1666,1,38070,4160318,49,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
760,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,1,38070,4160318,50,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
761,0,0,0,0,0,0,0,0,0,0,0,0,0,309,1,38070,4160318,51,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
762,0,0,0,0,0,0,0,0,0,0,0,0,0,1582,1,38070,4160318,52,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
763,0,0,0,0,0,0,0,0,0,0,0,0,0,1660,1,38070,4160318,53,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
764,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,1,38070,4160318,54,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
765,0,0,0,0,0,0,0,0,0,0,0,1,0,1438,1,38070,4160318,55,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
766,0,0,0,0,0,0,0,0,0,0,0,0,0,1664,1,38070,4160318,56,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
767,0,0,0,0,0,0,0,0,0,0,0,0,0,1506,1,38070,4160318,57,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
768,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,1,38070,4160318,58,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
769,0,0,0,0,0,0,0,0,0,0,0,0,0,1717,1,38070,4160318,59,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
770,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,1,38070,4160318,60,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
771,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,1,38070,4160318,61,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
772,0,0,0,0,0,0,0,0,0,0,0,2,0,1615,1,38070,4160318,62,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
773,0,0,0,0,0,0,0,0,0,0,0,2,0,1578,1,38070,4160318,63,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
774,0,0,0,0,0,0,0,0,0,0,0,2,0,1620,1,38070,4160318,64,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
775,0,0,0,0,0,0,0,0,0,0,0,1,0,1506,1,38070,4160318,65,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
776,0,0,0,0,0,0,0,0,0,0,0,2,0,1407,1,38070,4160318,66,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
777,0,0,0,0,0,0,0,0,0,0,0,0,0,928,1,38070,4160318,67,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
778,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,4160318,68,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
779,0,0,0,0,0,0,0,0,0,0,0,1,0,1455,1,38070,4160318,69,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
780,0,0,0,0,0,0,0,0,0,0,0,0,0,1578,1,38070,4160318,70,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
781,0,0,0,0,0,0,0,0,0,0,0,2,0,1577,1,38070,4160318,71,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
782,0,0,0,0,0,0,0,0,0,0,0,0,0,1605,1,38070,4160318,72,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
783,0,0,0,0,0,0,0,0,0,0,0,2,0,1439,1,38070,4160318,73,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
784,1,0,0,0,1,0,0,0,0,0,0,0,0,1390,1,38070,4160318,74,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
785,0,0,0,0,0,0,0,0,0,0,0,0,0,611,1,38070,4160318,75,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
786,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,4160318,76,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
787,2,0,0,0,1,0,0,0,0,0,0,0,0,791,3,1610934,4160318,77,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
788,2,0,0,0,1,0,0,0,0,0,0,1,0,681,3,922806,4160318,78,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
789,1,0,0,0,1,0,0,0,0,0,0,0,0,601,2,824502,4160318,79,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
790,1,0,0,0,1,0,0,0,0,0,0,0,0,546,2,824502,4160318,80,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
791,0,0,0,0,0,0,0,0,0,0,0,1,0,436,2,1510521,4160318,81,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
792,1,0,0,0,1,0,0,0,0,0,0,0,0,475,2,824502,4160318,82,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
793,1,0,0,0,1,0,0,0,0,0,0,0,0,710,2,824502,4160318,83,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
794,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,4160318,84,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
795,0,0,0,0,0,0,0,0,0,0,0,0,0,2335,1,38070,4160318,85,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
796,0,0,0,0,0,0,0,0,0,0,0,0,0,2453,1,38070,4160318,86,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
797,0,0,0,0,0,0,0,0,0,0,0,0,0,2226,1,38070,4160318,87,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
798,1,0,0,0,1,0,0,0,0,0,0,0,0,2549,1,38070,4160318,88,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
799,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,1,38070,4160318,89,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
800,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,4160318,90,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
801,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,14,394092,4160318,91,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
802,0,0,0,1,1,0,0,0,0,0,0,0,0,528,1,38070,4160318,92,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
803,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,4160453,1,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
804,0,0,0,0,1,0,0,0,0,0,0,0,0,1065,3,674022,4160453,2,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
805,0,0,0,0,0,0,0,0,0,0,0,0,0,1899,1,38070,4160453,3,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
806,0,0,0,1,1,0,1,0,0,0,1,0,0,529,1,38070,4160453,4,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
807,0,1,0,4,1,0,0,0,0,0,0,0,0,1431,1,38070,4160453,5,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
808,0,0,0,0,0,0,0,0,0,0,0,0,0,297,1,38070,4160453,6,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
809,0,0,0,0,1,0,1,0,0,0,1,0,0,1508,1,38070,4160453,7,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
810,1,1,0,1,1,0,1,0,0,0,1,0,0,3207,10,3333943,4160453,8,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
811,0,0,0,1,1,0,2,0,0,0,1,0,0,1249,1,38070,4160453,9,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
812,0,0,0,3,1,0,0,0,0,0,0,0,0,1351,1,38070,4160453,10,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
813,0,0,0,0,0,0,0,0,0,0,0,0,0,1459,1,38070,4160453,11,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
814,0,0,0,0,0,0,0,0,0,0,0,0,0,525,1,38070,4160453,12,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
815,0,0,0,0,1,0,0,0,0,0,0,2,0,1267,1,38070,4160453,13,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
816,1,0,0,1,1,0,0,0,0,0,0,5,0,1593,1,38070,4160453,14,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
817,3,0,0,3,1,0,0,0,0,0,0,2,0,1114,1,38070,4160453,15,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
818,3,0,0,0,1,0,0,0,0,0,0,3,0,1235,1,38070,4160453,16,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
819,0,0,0,1,1,0,0,0,0,0,0,0,0,1144,1,38070,4160453,17,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
820,3,0,0,0,1,0,0,0,0,0,0,3,0,1200,1,38070,4160453,18,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
821,0,0,0,0,0,0,0,0,0,0,0,1,0,1311,1,38070,4160453,19,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
822,1,0,0,0,1,0,0,0,0,0,0,0,0,1620,3,89672,4160453,20,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
823,0,0,0,0,0,0,0,0,0,0,0,1,0,1303,1,38070,4160453,21,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
824,0,0,0,0,0,0,0,0,0,0,0,0,0,1303,1,38070,4160453,22,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
825,0,0,0,0,0,0,0,0,0,0,1,0,0,1095,1,38070,4160453,23,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
826,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,4160453,24,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
827,2,0,0,6,1,0,0,0,0,0,0,2,0,17949,9,1769378,4160453,25,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
828,1,0,0,7,1,0,0,0,0,0,0,2,0,18477,9,1768147,4160453,26,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
829,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,4160453,27,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
830,0,0,0,0,0,0,0,0,0,0,0,1,0,5813,5,718306,4160453,28,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
831,0,0,0,0,0,0,0,0,0,0,0,1,0,6526,5,1033779,4160453,29,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
832,0,0,0,0,0,0,0,0,0,0,0,1,0,5734,5,876278,4160453,30,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
833,0,0,0,0,0,0,0,0,0,0,0,2,0,3847,5,560805,4160453,31,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
834,0,0,0,0,0,0,0,0,0,0,0,2,0,3982,5,560805,4160453,32,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
835,0,0,0,0,0,0,0,0,0,0,0,2,0,4230,5,560805,4160453,33,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
836,0,0,0,0,0,0,0,0,0,0,0,2,0,4182,5,560805,4160453,34,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
837,0,0,0,0,0,0,0,0,0,0,0,1,0,3939,5,560805,4160453,35,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
838,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,4160453,36,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
839,0,0,0,0,0,0,0,0,0,0,0,0,0,532,3,674022,4160453,37,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
840,0,0,0,0,0,0,1,0,0,0,1,0,0,1704,1,38070,4160453,38,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
841,0,2,0,3,1,0,0,0,0,0,0,1,0,897,1,38070,4160453,39,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
842,0,1,0,3,1,0,1,0,0,0,1,0,0,730,1,38070,4160453,40,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
843,1,1,0,1,1,0,1,0,0,0,1,0,0,3207,10,3333943,4160453,41,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
844,0,0,0,0,0,0,0,0,0,0,0,0,0,660,1,38070,4160453,42,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
845,0,0,0,0,1,0,2,0,0,0,1,0,0,1185,1,38070,4160453,43,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
846,3,0,0,1,1,0,0,0,0,0,1,0,0,1166,1,38070,4160453,44,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
847,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,1,38070,4160453,45,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
848,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,1,38070,4160453,46,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
849,0,0,0,0,0,0,0,0,0,0,0,0,0,1403,1,38070,4160453,47,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
850,0,0,0,0,1,0,0,0,1,1,1,0,0,1127,1,38070,4160453,48,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
851,0,0,0,0,0,0,0,0,0,0,0,2,0,6026,1,38070,4160453,49,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
852,0,0,0,0,0,0,0,0,0,0,0,2,0,5992,1,38070,4160453,50,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
853,0,0,0,0,0,0,0,0,0,0,0,2,0,5678,1,38070,4160453,51,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
854,0,1,0,1,1,0,0,0,0,0,0,3,0,2005,1,38070,4160453,52,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
855,0,0,0,0,0,0,0,0,0,0,0,0,0,810,1,38070,4160453,53,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
856,0,0,0,0,0,0,0,0,0,0,0,0,0,783,1,38070,4160453,54,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
857,0,0,0,0,0,0,0,0,0,0,0,0,0,1206,1,38070,4160453,55,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
858,0,0,0,0,0,0,1,0,0,0,1,1,0,1290,1,38070,4160453,56,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
859,0,0,0,0,0,0,0,0,0,0,0,0,0,591,1,38070,4160453,57,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
860,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,4160453,58,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
861,0,0,0,0,0,0,0,0,0,0,0,0,0,364,3,674022,4160453,59,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
862,0,0,0,0,0,0,0,0,0,0,0,0,0,1874,1,38070,4160453,60,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
863,0,1,0,1,1,0,1,0,0,0,1,0,0,525,1,38070,4160453,61,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
864,0,3,0,4,1,0,0,0,0,0,0,1,0,950,1,38070,4160453,62,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
865,0,1,0,3,1,0,1,0,0,0,1,0,0,730,1,38070,4160453,63,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
866,1,1,0,1,1,0,1,0,0,0,1,0,0,3207,10,3333943,4160453,64,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
867,0,0,0,0,0,0,0,0,0,0,0,0,0,634,1,38070,4160453,65,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
868,0,0,0,0,1,0,2,0,0,0,1,0,0,1476,1,38070,4160453,66,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
869,0,0,0,0,1,0,1,0,0,0,1,1,0,1259,1,38070,4160453,67,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
870,1,2,0,2,1,0,1,0,0,0,1,1,0,21173,31,3212471,4160453,68,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
871,1,2,0,2,1,0,1,0,0,0,1,1,0,20948,31,3212471,4160453,69,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
872,1,2,0,2,1,0,1,0,0,0,1,1,0,22607,31,3212471,4160453,70,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
873,0,1,0,2,1,0,0,0,0,0,0,0,0,1297,1,38070,4160453,71,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
874,0,0,0,1,1,0,0,0,0,0,0,0,0,1311,1,38070,4160453,72,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
875,0,0,0,0,0,0,0,0,0,0,0,0,0,844,1,38070,4160453,73,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
876,0,2,0,2,1,0,0,0,0,0,0,1,0,1721,1,38070,4160453,74,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
877,0,0,0,0,1,0,1,0,0,0,1,0,0,1187,1,38070,4160453,75,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
878,0,0,0,0,0,0,2,0,0,0,1,4,0,1651,1,38070,4160453,76,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160453.pdf
