,scale,km_kilometers,m,metres,scale_grp,legend,figure,mapp,alignment_sheet,sheet,figure_grp,north,n,words_in_page,No_of_images,Area_of_images,dataID,pageNo,paths_l
601,0,0,0,0,0,0,0,0,0,0,0,0,0,809,0,0,4160083,32,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
602,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,4160083,33,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
603,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,0,0,4160083,34,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
604,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,4160083,35,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
605,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,4160083,36,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
606,1,0,0,0,1,0,0,0,0,0,0,0,0,1208,0,0,4160083,37,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
607,0,0,0,0,0,0,0,0,0,0,0,0,0,1107,0,0,4160083,38,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
608,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,0,0,4160083,39,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
609,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,4160083,40,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
610,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,0,0,4160083,41,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
611,0,0,0,2,1,0,0,0,0,0,0,0,0,1459,0,0,4160083,42,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
612,0,0,0,1,1,0,0,0,0,0,0,0,0,868,0,0,4160083,43,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
613,0,0,0,0,0,0,0,0,0,0,0,1,0,1554,0,0,4160083,44,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
614,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,0,0,4160083,45,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
615,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,4160083,46,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
616,0,0,0,0,0,0,0,0,0,0,0,1,0,1770,0,0,4160083,47,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
617,0,0,0,0,0,0,0,0,0,0,0,0,0,1498,0,0,4160083,48,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
618,0,0,0,0,0,0,0,0,0,0,1,0,0,1459,0,0,4160083,49,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
619,0,0,0,0,0,0,0,0,0,0,0,0,0,1206,0,0,4160083,50,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
620,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,0,0,4160083,51,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
621,0,0,0,1,1,0,0,0,0,0,0,0,0,1224,0,0,4160083,52,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
622,0,0,0,1,1,0,0,0,0,0,0,0,0,1006,0,0,4160083,53,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
623,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,0,0,4160083,54,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
624,0,0,0,1,1,0,0,0,0,0,0,0,0,1373,0,0,4160083,55,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
625,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,0,4160083,56,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
626,0,0,0,0,0,0,0,0,0,0,0,0,0,1470,0,0,4160083,57,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
627,0,0,0,0,0,0,0,0,0,0,0,0,0,698,0,0,4160083,58,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
628,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,4160083,59,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
629,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0,4160083,60,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
630,0,0,0,0,0,0,1,0,0,0,1,0,0,1348,0,0,4160083,61,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
631,0,0,0,0,0,0,0,0,0,0,1,1,0,1687,0,0,4160083,62,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
632,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,4160083,63,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
633,1,0,0,0,1,0,0,0,0,0,0,3,0,14394,23,2320634,4160083,64,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
634,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,4160083,65,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
635,0,0,0,0,0,0,0,0,0,0,0,0,0,648,0,0,4160083,66,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
636,0,0,0,0,0,1,0,0,0,0,1,0,0,1344,0,0,4160083,67,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
637,2,0,0,0,1,1,0,0,1,4,1,0,0,855,0,0,4160083,68,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
638,0,0,0,0,1,0,0,0,0,0,0,0,0,1083,0,0,4160083,69,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
639,0,0,0,2,1,0,0,0,0,0,0,0,0,965,0,0,4160083,70,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
640,0,0,0,0,1,0,0,0,1,2,1,0,0,1239,0,0,4160083,71,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
641,2,0,0,0,1,0,0,0,1,3,1,0,0,1100,0,0,4160083,72,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
642,0,0,0,0,0,0,0,0,1,1,1,0,0,1459,0,0,4160083,73,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
643,0,0,0,0,0,0,0,0,0,0,0,0,0,824,0,0,4160083,74,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
644,0,0,0,0,1,0,0,0,0,0,0,0,0,1749,0,0,4160083,75,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
645,0,0,0,0,1,0,0,0,0,0,0,0,0,2211,0,0,4160083,76,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
646,0,0,0,0,1,0,0,0,0,0,0,0,0,474,0,0,4160083,77,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
647,0,0,0,0,1,0,0,0,0,0,0,0,0,1883,0,0,4160083,78,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
648,0,0,0,0,1,0,0,0,0,0,0,0,0,1959,0,0,4160083,79,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
649,0,0,0,0,1,0,0,0,0,0,0,0,0,593,0,0,4160083,80,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
650,0,0,0,0,1,0,0,0,0,0,0,0,0,3741,0,0,4160083,81,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
651,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,0,0,4160083,82,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
652,0,0,0,0,0,0,0,0,0,0,0,0,0,9109,0,0,4160083,83,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
653,0,0,0,0,0,0,0,0,0,0,0,0,0,5722,0,0,4160083,84,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
654,0,0,0,0,1,0,0,0,1,1,1,0,0,833,0,0,4160083,85,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
655,0,0,0,0,0,0,0,0,0,0,0,0,0,3838,0,0,4160083,86,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
656,0,0,0,0,0,0,0,0,0,0,1,0,0,1006,0,0,4160083,87,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
657,0,0,0,0,0,0,0,0,0,0,1,0,0,3112,0,0,4160083,88,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
658,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,4160083,89,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
659,0,0,0,0,0,0,0,0,1,1,1,0,0,1215,0,0,4160083,90,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
660,0,0,0,0,1,0,0,0,1,1,1,0,0,504,0,0,4160083,91,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
661,0,0,0,0,0,0,0,0,0,0,0,0,0,5690,0,0,4160083,92,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
662,0,0,0,0,0,0,0,0,0,0,1,0,0,981,0,0,4160083,93,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
663,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,4160083,94,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
664,0,0,0,0,0,0,0,0,0,0,0,0,0,1827,0,0,4160083,95,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
665,0,0,0,0,0,0,0,0,0,0,0,0,0,965,0,0,4160083,96,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
666,0,0,0,0,0,0,0,0,0,0,0,0,0,9360,0,0,4160083,97,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
667,0,0,0,0,0,0,0,0,0,0,0,0,0,2701,0,0,4160083,98,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
668,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,4160083,99,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
669,0,0,0,0,0,0,0,0,0,0,0,0,0,2469,0,0,4160083,100,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
670,0,0,0,0,0,0,0,0,0,0,0,0,0,2264,0,0,4160083,101,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
671,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,4160083,102,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
672,1,0,0,0,1,0,0,0,0,0,1,0,0,1112,0,0,4160083,103,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
673,0,0,0,1,1,0,0,0,0,0,0,0,0,1321,0,0,4160083,104,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
674,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,4160083,105,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
675,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,4160083,106,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
676,0,0,0,0,0,0,0,0,0,0,0,0,0,1706,0,0,4160083,107,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
677,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,4160083,108,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
678,0,0,0,0,0,0,0,0,0,0,0,0,0,3314,1,8587182,4160083,109,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
679,0,0,0,0,1,0,0,0,0,0,0,0,0,5869,1,8581236,4160083,110,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
680,0,0,0,0,0,0,0,0,0,0,0,0,0,6806,1,8512054,4160083,111,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
681,0,0,0,0,0,1,0,0,0,0,0,0,0,334,0,0,4160083,112,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
682,0,0,0,0,0,1,0,0,0,0,0,0,0,3109,1,69750,4160083,113,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
683,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,4160083,114,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
684,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,4,2103750,4160083,115,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
685,0,0,0,0,0,0,0,0,0,0,0,0,0,2649,4,2103750,4160083,116,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
686,0,0,0,0,0,0,0,0,0,0,0,0,0,2699,4,2103750,4160083,117,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
687,0,0,0,0,1,0,0,0,0,0,0,0,0,3108,4,2103750,4160083,118,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
688,0,0,0,0,0,0,0,0,0,0,0,0,0,3971,4,2103750,4160083,119,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
689,0,0,0,0,0,0,0,0,0,0,0,0,0,1855,4,2103750,4160083,120,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
690,0,0,0,0,0,0,0,0,0,0,0,0,0,16390,7,4207500,4160083,121,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
691,0,0,0,0,0,0,0,0,0,0,0,0,0,7996,4,2103750,4160083,122,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
692,0,0,0,0,0,0,0,0,0,0,0,0,0,3831,4,2103750,4160083,123,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
693,0,0,0,0,0,0,0,0,0,0,0,0,0,3775,4,2103750,4160083,124,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
694,0,0,0,0,0,0,0,0,0,0,0,0,0,495,4,2103750,4160083,125,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
695,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,4,2103750,4160083,126,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
696,0,0,0,0,1,0,0,0,0,0,0,0,0,1822,4,2103750,4160083,127,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
697,0,0,0,0,0,0,0,0,0,0,0,0,0,2109,4,2103750,4160083,128,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
698,0,0,0,0,0,0,0,0,0,0,0,0,0,1714,4,2103750,4160083,129,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
699,0,0,0,0,0,0,0,0,0,0,0,0,0,2666,4,2103750,4160083,130,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
700,0,0,0,0,0,0,0,0,0,0,0,0,0,1632,4,2103750,4160083,131,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
701,0,0,0,0,0,0,0,0,0,0,0,0,0,2552,4,2103750,4160083,132,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
702,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,4,2103750,4160083,133,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
703,0,0,0,0,0,0,0,0,0,0,0,0,0,252,4,2103750,4160083,134,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
704,0,0,0,0,0,0,0,0,0,0,0,0,0,1638,4,2103750,4160083,135,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
705,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,4,2103750,4160083,136,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
706,0,0,0,0,0,0,0,0,0,0,0,0,0,374,4,2103750,4160083,137,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
707,0,0,0,0,0,0,0,0,0,0,0,0,0,1918,4,2103750,4160083,138,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
708,0,0,0,0,0,0,0,0,0,0,0,0,0,1821,4,2103750,4160083,139,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
709,0,0,0,0,0,0,0,0,0,0,0,0,0,222,4,2103750,4160083,140,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
710,0,0,0,0,0,0,0,0,0,0,0,0,0,2398,4,2103750,4160083,141,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160083.pdf
711,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,4160318,1,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
712,0,0,0,0,0,0,0,0,0,0,0,0,0,345,3,674022,4160318,2,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
713,0,0,0,0,0,0,0,0,0,0,0,0,0,1888,1,38070,4160318,3,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
714,0,1,0,1,1,0,1,0,0,0,1,0,0,601,1,38070,4160318,4,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
715,0,1,0,3,1,0,0,0,0,0,0,1,0,912,1,38070,4160318,5,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
716,0,1,0,3,1,0,1,0,0,0,1,0,0,636,1,38070,4160318,6,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
717,1,1,0,1,1,0,1,0,0,0,1,0,0,3207,10,3333943,4160318,7,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
718,0,0,0,0,0,0,0,0,0,0,0,0,0,755,1,38070,4160318,8,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
719,0,0,0,1,1,0,2,0,0,0,1,0,0,1203,1,38070,4160318,9,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
720,0,0,0,0,1,0,0,0,0,0,0,1,0,1387,1,38070,4160318,10,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
721,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,1,38070,4160318,11,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
722,0,0,0,0,0,0,0,0,0,0,0,0,0,426,1,38070,4160318,12,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
723,0,0,0,0,0,0,0,0,0,0,0,3,0,1546,1,38070,4160318,13,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
724,0,0,0,0,0,0,0,0,0,0,0,0,0,1730,1,38070,4160318,14,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
725,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1,38070,4160318,15,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
726,0,0,0,0,1,0,2,0,0,0,1,0,0,1300,1,38070,4160318,16,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
727,1,1,0,1,1,0,1,0,0,0,1,1,0,15822,31,3212471,4160318,17,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
728,0,1,0,1,1,0,0,0,0,0,0,0,0,2045,1,38070,4160318,18,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
729,0,1,0,1,1,0,0,0,0,0,0,0,0,1544,1,38070,4160318,19,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
730,0,0,0,0,0,0,1,0,0,0,1,0,0,349,1,38070,4160318,20,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
731,1,2,0,2,1,0,1,0,0,0,1,1,0,15867,31,3212471,4160318,21,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
732,1,2,0,2,1,0,1,0,0,0,1,1,0,16443,31,3212471,4160318,22,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
733,1,2,0,2,1,0,1,0,0,0,1,2,0,16707,31,3212471,4160318,23,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
734,1,2,0,2,1,0,1,0,0,0,1,1,0,16456,31,3212471,4160318,24,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
735,1,2,0,2,1,0,1,0,0,0,1,1,0,16397,31,3212471,4160318,25,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
736,0,0,0,0,0,0,0,0,0,0,0,0,0,1509,1,38070,4160318,26,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
737,0,0,0,0,0,0,1,0,0,0,1,2,0,718,1,38070,4160318,27,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
738,0,0,0,0,0,0,0,0,0,0,0,1,0,1544,1,38070,4160318,28,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
739,0,0,0,0,0,0,0,0,0,0,0,2,0,1427,1,38070,4160318,29,c:\Users\t1nipun\Desktop\BERDI\esa-data-bank_banque-donnees-ees\data\raw\pdfs\4160318.pdf
