page_number,table_title,table_title_next,final_table_title,categories,DataID,file_name,application_name,esa_folder_link,DocumentID,esa_download_link,DataID_pdf,Section,Application filing date,link to folder with ESA,Hearing order,Folder link,Company Name,Consultant Name,Status in GIS,RTS English Title = Project name,Regulatory Instruments Issued,Pipeline Named in GIS,Application title short,Link to Application,Link to Decision,Location_x,Component,Component PDF Name,Component Index,table_count,short_name,Location_y,Commodity,Category
55,"Table 13.4-3 lists the smaller units and corresponding emission factors for the major pollutants of interest. Smaller vehicles, such as pick-up trucks, will be used throughout the construction site for various tasks. The emission factors for these units are based on the distance traveled and are expressed as grams of pollutant emitted per mile traveled (g/mi). The smaller vehicles are considered to be mobile road sources as described in EPA AP-42 Volume II (2000), which provides emission factors for these sources. They are divided into two categories (Table 13.4-3): Light-Duty Gasoline Trucks (LDGT) and Light-Duty Gasoline Vehicles (LDGV). Certain criteria are required to assign mobile emission factors such as model year, ambient temperature, and hot/cold start fractions. The following assumptions were made for all mobile road sources: model year is 2000, ambient temperature is 4°C, and equal hot/cold start fractions (USEPA 2000).",Table 13.4-3 Number of Units and Emission Factors for Smaller Vehicles used in  the Construction Phase   ,"Table 13.4-3 lists the smaller units and corresponding emission factors for the major pollutants of interest. Smaller vehicles, such as pick-up trucks, will be used throughout the construction site for various tasks. The emission factors for these units are based on the distance traveled and are expressed as grams of pollutant emitted per mile traveled (g/mi). The smaller vehicles are considered to be mobile road sources as described in EPA AP-42 Volume II (2000), which provides emission factors for these sources. They are divided into two categories (Table 13.4-3): Light-Duty Gasoline Trucks (LDGT) and Light-Duty Gasoline Vehicles (LDGV). Certain criteria are required to assign mobile emission factors such as model year, ambient temperature, and hot/cold start fractions. The following assumptions were made for all mobile road sources: model year is 2000, ambient temperature is 4°C, and equal hot/cold start fractions (USEPA 2000).",0.0,268706,A0H8C0 - 13.0 EIA - Section 13.1 to 13.6 ,2003-03-17 Application to Construct and Operate Ekwan Pipeline GH-1-2003,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/268693,A0H8C0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/268706,268706.pdf,52,2003-03-17,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268693,GH-1-2003,268693,EnCana Ekwan Pipeline Inc.,AXYS Environmental Consulting Ltd.,Part provincially regulated,Ekwan Pipeline Application/Horn River Pipeline Ptoject,GC-108,Ekwan Pipeline,Application to Construct and Operate Ekwan Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268876,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/293763,TBD,ESA,"Section 13.1: Introduction, Section 13.1: Project Description, Section 13.3: Assessment Methods, Section 13.4: Air, Section 13.5: Terrain and Soils, Section 13.6: Vegetation",1.0,42.0,Ekwan,"Alberta, British Columbia, All",Gas,Table
55,Table 13.4-3 Number of Units and Emission Factors for Smaller Vehicles used in the Construction Phase,Emission Factor   (g/mi)  ,Table 13.4-3 Number of Units and Emission Factors for Smaller Vehicles used in the Construction Phase,1.0,268706,A0H8C0 - 13.0 EIA - Section 13.1 to 13.6 ,2003-03-17 Application to Construct and Operate Ekwan Pipeline GH-1-2003,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/268693,A0H8C0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/268706,268706.pdf,52,2003-03-17,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268693,GH-1-2003,268693,EnCana Ekwan Pipeline Inc.,AXYS Environmental Consulting Ltd.,Part provincially regulated,Ekwan Pipeline Application/Horn River Pipeline Ptoject,GC-108,Ekwan Pipeline,Application to Construct and Operate Ekwan Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268876,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/293763,TBD,ESA,"Section 13.1: Introduction, Section 13.1: Project Description, Section 13.3: Assessment Methods, Section 13.4: Air, Section 13.5: Terrain and Soils, Section 13.6: Vegetation",1.0,42.0,Ekwan,"Alberta, British Columbia, All",Gas,Table
56,Table 13.4-4 summarizes the emission rate estimates for all sources used in the construction phase. These emissions would typically be distributed along two four-km sections that are continuously moving. The emissions will occur only during the daytime when construction is in progress and will occur over a 27-consecutive day construction period.,"The use of emission factors generally provides a first-order overview of the emissions on a  conservative basis. Although the number of units and type of equipment are known, several  assumptions were made to estimate emissions. These assumptions were made to provide  a representative worst-case emission estimate.  ",Table 13.4-4 summarizes the emission rate estimates for all sources used in the construction phase. These emissions would typically be distributed along two four-km sections that are continuously moving. The emissions will occur only during the daytime when construction is in progress and will occur over a 27-consecutive day construction period.,0.0,268706,A0H8C0 - 13.0 EIA - Section 13.1 to 13.6 ,2003-03-17 Application to Construct and Operate Ekwan Pipeline GH-1-2003,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/268693,A0H8C0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/268706,268706.pdf,52,2003-03-17,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268693,GH-1-2003,268693,EnCana Ekwan Pipeline Inc.,AXYS Environmental Consulting Ltd.,Part provincially regulated,Ekwan Pipeline Application/Horn River Pipeline Ptoject,GC-108,Ekwan Pipeline,Application to Construct and Operate Ekwan Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268876,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/293763,TBD,ESA,"Section 13.1: Introduction, Section 13.1: Project Description, Section 13.3: Assessment Methods, Section 13.4: Air, Section 13.5: Terrain and Soils, Section 13.6: Vegetation",1.0,42.0,Ekwan,"Alberta, British Columbia, All",Gas,Table
57,Table 13.4-4 Total Emissions Estimate for Each Unit Type used in the Construction Phase,Emission Rate  (t/d)  ,Table 13.4-4 Total Emissions Estimate for Each Unit Type used in the Construction Phase,1.0,268706,A0H8C0 - 13.0 EIA - Section 13.1 to 13.6 ,2003-03-17 Application to Construct and Operate Ekwan Pipeline GH-1-2003,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/268693,A0H8C0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/268706,268706.pdf,52,2003-03-17,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268693,GH-1-2003,268693,EnCana Ekwan Pipeline Inc.,AXYS Environmental Consulting Ltd.,Part provincially regulated,Ekwan Pipeline Application/Horn River Pipeline Ptoject,GC-108,Ekwan Pipeline,Application to Construct and Operate Ekwan Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268876,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/293763,TBD,ESA,"Section 13.1: Introduction, Section 13.1: Project Description, Section 13.3: Assessment Methods, Section 13.4: Air, Section 13.5: Terrain and Soils, Section 13.6: Vegetation",1.0,42.0,Ekwan,"Alberta, British Columbia, All",Gas,Table
57,"Table 13.4-5 summarizes the estimated emissions from each pile, and for each event (i.e., 10 piles). The total emission per event represents ten piles burning at the same time consecutively in a row. The chemical species listed in Table 13.4-5 are the most common detectable pollutants from slash burning. Slash burning is temporary and is expected to last for a short duration. The pollutants emitted from the process will disperse in the surrounding area dependant primarily on the prevailing meteorological conditions at the time of the burn event.",Table 13.4-5 Estimated Emissions Per Pile and Per Event from Prescribed  Burning Operations  ,"Table 13.4-5 summarizes the estimated emissions from each pile, and for each event (i.e., 10 piles). The total emission per event represents ten piles burning at the same time consecutively in a row. The chemical species listed in Table 13.4-5 are the most common detectable pollutants from slash burning. Slash burning is temporary and is expected to last for a short duration. The pollutants emitted from the process will disperse in the surrounding area dependant primarily on the prevailing meteorological conditions at the time of the burn event.",0.0,268706,A0H8C0 - 13.0 EIA - Section 13.1 to 13.6 ,2003-03-17 Application to Construct and Operate Ekwan Pipeline GH-1-2003,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/268693,A0H8C0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/268706,268706.pdf,52,2003-03-17,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268693,GH-1-2003,268693,EnCana Ekwan Pipeline Inc.,AXYS Environmental Consulting Ltd.,Part provincially regulated,Ekwan Pipeline Application/Horn River Pipeline Ptoject,GC-108,Ekwan Pipeline,Application to Construct and Operate Ekwan Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268876,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/293763,TBD,ESA,"Section 13.1: Introduction, Section 13.1: Project Description, Section 13.3: Assessment Methods, Section 13.4: Air, Section 13.5: Terrain and Soils, Section 13.6: Vegetation",1.0,42.0,Ekwan,"Alberta, British Columbia, All",Gas,Table
57,Table 13.4-5 Estimated Emissions Per Pile and Per Event from Prescribed Burning Operations,Emissions  (t)  ,Table 13.4-5 Estimated Emissions Per Pile and Per Event from Prescribed Burning Operations,1.0,268706,A0H8C0 - 13.0 EIA - Section 13.1 to 13.6 ,2003-03-17 Application to Construct and Operate Ekwan Pipeline GH-1-2003,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/268693,A0H8C0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/268706,268706.pdf,52,2003-03-17,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268693,GH-1-2003,268693,EnCana Ekwan Pipeline Inc.,AXYS Environmental Consulting Ltd.,Part provincially regulated,Ekwan Pipeline Application/Horn River Pipeline Ptoject,GC-108,Ekwan Pipeline,Application to Construct and Operate Ekwan Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268876,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/293763,TBD,ESA,"Section 13.1: Introduction, Section 13.1: Project Description, Section 13.3: Assessment Methods, Section 13.4: Air, Section 13.5: Terrain and Soils, Section 13.6: Vegetation",1.0,42.0,Ekwan,"Alberta, British Columbia, All",Gas,Table
58,"Table 13.4-6 summarizes the impact assessments above, using impact descriptors as defined in the table footnotes below.",Table 13.4-6 Summary of Project Effects for Air Quality  ,"Table 13.4-6 summarizes the impact assessments above, using impact descriptors as defined in the table footnotes below.",0.0,268706,A0H8C0 - 13.0 EIA - Section 13.1 to 13.6 ,2003-03-17 Application to Construct and Operate Ekwan Pipeline GH-1-2003,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/268693,A0H8C0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/268706,268706.pdf,52,2003-03-17,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268693,GH-1-2003,268693,EnCana Ekwan Pipeline Inc.,AXYS Environmental Consulting Ltd.,Part provincially regulated,Ekwan Pipeline Application/Horn River Pipeline Ptoject,GC-108,Ekwan Pipeline,Application to Construct and Operate Ekwan Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268876,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/293763,TBD,ESA,"Section 13.1: Introduction, Section 13.1: Project Description, Section 13.3: Assessment Methods, Section 13.4: Air, Section 13.5: Terrain and Soils, Section 13.6: Vegetation",1.0,42.0,Ekwan,"Alberta, British Columbia, All",Gas,Table
58,Table 13.4-6 Summary of Project Effects for Air Quality,Assessment  Scenario  ,Table 13.4-6 Summary of Project Effects for Air Quality,1.0,268706,A0H8C0 - 13.0 EIA - Section 13.1 to 13.6 ,2003-03-17 Application to Construct and Operate Ekwan Pipeline GH-1-2003,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/268693,A0H8C0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/268706,268706.pdf,52,2003-03-17,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268693,GH-1-2003,268693,EnCana Ekwan Pipeline Inc.,AXYS Environmental Consulting Ltd.,Part provincially regulated,Ekwan Pipeline Application/Horn River Pipeline Ptoject,GC-108,Ekwan Pipeline,Application to Construct and Operate Ekwan Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268876,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/293763,TBD,ESA,"Section 13.1: Introduction, Section 13.1: Project Description, Section 13.3: Assessment Methods, Section 13.4: Air, Section 13.5: Terrain and Soils, Section 13.6: Vegetation",1.0,42.0,Ekwan,"Alberta, British Columbia, All",Gas,Table
62,Table 13.5-1 Terrain Map Units and Soil Types within the 2 km-wide Mapped Corridor and ROW,Mapped Corridor ROW Terrain  Map  Unit  ,Table 13.5-1 Terrain Map Units and Soil Types within the 2 km-wide Mapped Corridor and ROW,1.0,268706,A0H8C0 - 13.0 EIA - Section 13.1 to 13.6 ,2003-03-17 Application to Construct and Operate Ekwan Pipeline GH-1-2003,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/268693,A0H8C0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/268706,268706.pdf,52,2003-03-17,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268693,GH-1-2003,268693,EnCana Ekwan Pipeline Inc.,AXYS Environmental Consulting Ltd.,Part provincially regulated,Ekwan Pipeline Application/Horn River Pipeline Ptoject,GC-108,Ekwan Pipeline,Application to Construct and Operate Ekwan Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268876,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/293763,TBD,ESA,"Section 13.1: Introduction, Section 13.1: Project Description, Section 13.3: Assessment Methods, Section 13.4: Air, Section 13.5: Terrain and Soils, Section 13.6: Vegetation",1.0,42.0,Ekwan,"Alberta, British Columbia, All",Gas,Table
63,Table 13.5-2 Dominant Drainage Classes in the 2 km-wide Mapped Corridor,Drainage Class    ,Table 13.5-2 Dominant Drainage Classes in the 2 km-wide Mapped Corridor,1.0,268706,A0H8C0 - 13.0 EIA - Section 13.1 to 13.6 ,2003-03-17 Application to Construct and Operate Ekwan Pipeline GH-1-2003,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/268693,A0H8C0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/268706,268706.pdf,52,2003-03-17,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268693,GH-1-2003,268693,EnCana Ekwan Pipeline Inc.,AXYS Environmental Consulting Ltd.,Part provincially regulated,Ekwan Pipeline Application/Horn River Pipeline Ptoject,GC-108,Ekwan Pipeline,Application to Construct and Operate Ekwan Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268876,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/293763,TBD,ESA,"Section 13.1: Introduction, Section 13.1: Project Description, Section 13.3: Assessment Methods, Section 13.4: Air, Section 13.5: Terrain and Soils, Section 13.6: Vegetation",1.0,42.0,Ekwan,"Alberta, British Columbia, All",Gas,Table
66,Table 13.5-3 CLI Land Capability for Forestry Classes Capability Class Common Characteristics,Class 1 – Lands having no  important limitations to the growth  of commercial forests.  ,Table 13.5-3 CLI Land Capability for Forestry Classes Capability Class Common Characteristics,1.0,268706,A0H8C0 - 13.0 EIA - Section 13.1 to 13.6 ,2003-03-17 Application to Construct and Operate Ekwan Pipeline GH-1-2003,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/268693,A0H8C0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/268706,268706.pdf,52,2003-03-17,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268693,GH-1-2003,268693,EnCana Ekwan Pipeline Inc.,AXYS Environmental Consulting Ltd.,Part provincially regulated,Ekwan Pipeline Application/Horn River Pipeline Ptoject,GC-108,Ekwan Pipeline,Application to Construct and Operate Ekwan Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268876,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/293763,TBD,ESA,"Section 13.1: Introduction, Section 13.1: Project Description, Section 13.3: Assessment Methods, Section 13.4: Air, Section 13.5: Terrain and Soils, Section 13.6: Vegetation",1.0,42.0,Ekwan,"Alberta, British Columbia, All",Gas,Table
67,Table 13.5-4 Land Capability Classes for Forestry in the 2 km-wide Mapped Corridor,Mapped Corridor ROW Soil Types  within the  Mapped  Corridor  ,Table 13.5-4 Land Capability Classes for Forestry in the 2 km-wide Mapped Corridor,1.0,268706,A0H8C0 - 13.0 EIA - Section 13.1 to 13.6 ,2003-03-17 Application to Construct and Operate Ekwan Pipeline GH-1-2003,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/268693,A0H8C0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/268706,268706.pdf,52,2003-03-17,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268693,GH-1-2003,268693,EnCana Ekwan Pipeline Inc.,AXYS Environmental Consulting Ltd.,Part provincially regulated,Ekwan Pipeline Application/Horn River Pipeline Ptoject,GC-108,Ekwan Pipeline,Application to Construct and Operate Ekwan Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268876,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/293763,TBD,ESA,"Section 13.1: Introduction, Section 13.1: Project Description, Section 13.3: Assessment Methods, Section 13.4: Air, Section 13.5: Terrain and Soils, Section 13.6: Vegetation",1.0,42.0,Ekwan,"Alberta, British Columbia, All",Gas,Table
69,Table 13.5-5 Key Impact Questions on Terrain and Soils and Assessment Approach,"Key Impact Question Assessment Approach  How will the Project affect soil capability? Qualitative discussion on baseline soil characteristics,  ",Table 13.5-5 Key Impact Questions on Terrain and Soils and Assessment Approach,1.0,268706,A0H8C0 - 13.0 EIA - Section 13.1 to 13.6 ,2003-03-17 Application to Construct and Operate Ekwan Pipeline GH-1-2003,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/268693,A0H8C0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/268706,268706.pdf,52,2003-03-17,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268693,GH-1-2003,268693,EnCana Ekwan Pipeline Inc.,AXYS Environmental Consulting Ltd.,Part provincially regulated,Ekwan Pipeline Application/Horn River Pipeline Ptoject,GC-108,Ekwan Pipeline,Application to Construct and Operate Ekwan Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268876,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/293763,TBD,ESA,"Section 13.1: Introduction, Section 13.1: Project Description, Section 13.3: Assessment Methods, Section 13.4: Air, Section 13.5: Terrain and Soils, Section 13.6: Vegetation",1.0,42.0,Ekwan,"Alberta, British Columbia, All",Gas,Table
78,"Table 13.5-6 Area and Potential Project Effects for Terrain Units and Soils within the 2 km-wide Mapped Corridor in the Baseline, Construction and Operations Scenarios",Baseline Construction* Operations  ,"Table 13.5-6 Area and Potential Project Effects for Terrain Units and Soils within the 2 km-wide Mapped Corridor in the Baseline, Construction and Operations Scenarios",1.0,268706,A0H8C0 - 13.0 EIA - Section 13.1 to 13.6 ,2003-03-17 Application to Construct and Operate Ekwan Pipeline GH-1-2003,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/268693,A0H8C0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/268706,268706.pdf,52,2003-03-17,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268693,GH-1-2003,268693,EnCana Ekwan Pipeline Inc.,AXYS Environmental Consulting Ltd.,Part provincially regulated,Ekwan Pipeline Application/Horn River Pipeline Ptoject,GC-108,Ekwan Pipeline,Application to Construct and Operate Ekwan Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268876,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/293763,TBD,ESA,"Section 13.1: Introduction, Section 13.1: Project Description, Section 13.3: Assessment Methods, Section 13.4: Air, Section 13.5: Terrain and Soils, Section 13.6: Vegetation",1.0,42.0,Ekwan,"Alberta, British Columbia, All",Gas,Table
79,"Table 13.5-6 Area and Potential Project Effects for Terrain Units and Soils within the 2 km-wide Mapped Corridor in the Baseline, Construction and Operations Scenarios (cont’d)",Baseline Construction* Operations  ,"Table 13.5-6 Area and Potential Project Effects for Terrain Units and Soils within the 2 km-wide Mapped Corridor in the Baseline, Construction and Operations Scenarios (cont’d)",1.0,268706,A0H8C0 - 13.0 EIA - Section 13.1 to 13.6 ,2003-03-17 Application to Construct and Operate Ekwan Pipeline GH-1-2003,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/268693,A0H8C0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/268706,268706.pdf,52,2003-03-17,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268693,GH-1-2003,268693,EnCana Ekwan Pipeline Inc.,AXYS Environmental Consulting Ltd.,Part provincially regulated,Ekwan Pipeline Application/Horn River Pipeline Ptoject,GC-108,Ekwan Pipeline,Application to Construct and Operate Ekwan Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268876,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/293763,TBD,ESA,"Section 13.1: Introduction, Section 13.1: Project Description, Section 13.3: Assessment Methods, Section 13.4: Air, Section 13.5: Terrain and Soils, Section 13.6: Vegetation",1.0,42.0,Ekwan,"Alberta, British Columbia, All",Gas,Table
81,Table 13.5-7 provides a summary of the predicted levels of effects from the Project.,13.5.7 Cumulative Effects Implications  ,Table 13.5-7 provides a summary of the predicted levels of effects from the Project.,0.0,268706,A0H8C0 - 13.0 EIA - Section 13.1 to 13.6 ,2003-03-17 Application to Construct and Operate Ekwan Pipeline GH-1-2003,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/268693,A0H8C0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/268706,268706.pdf,52,2003-03-17,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268693,GH-1-2003,268693,EnCana Ekwan Pipeline Inc.,AXYS Environmental Consulting Ltd.,Part provincially regulated,Ekwan Pipeline Application/Horn River Pipeline Ptoject,GC-108,Ekwan Pipeline,Application to Construct and Operate Ekwan Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268876,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/293763,TBD,ESA,"Section 13.1: Introduction, Section 13.1: Project Description, Section 13.3: Assessment Methods, Section 13.4: Air, Section 13.5: Terrain and Soils, Section 13.6: Vegetation",1.0,42.0,Ekwan,"Alberta, British Columbia, All",Gas,Table
82,Table 13.5-7 Summary of Project Effects for Terrain and Soils,Assessment  Scenario  ,Table 13.5-7 Summary of Project Effects for Terrain and Soils,1.0,268706,A0H8C0 - 13.0 EIA - Section 13.1 to 13.6 ,2003-03-17 Application to Construct and Operate Ekwan Pipeline GH-1-2003,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/268693,A0H8C0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/268706,268706.pdf,52,2003-03-17,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268693,GH-1-2003,268693,EnCana Ekwan Pipeline Inc.,AXYS Environmental Consulting Ltd.,Part provincially regulated,Ekwan Pipeline Application/Horn River Pipeline Ptoject,GC-108,Ekwan Pipeline,Application to Construct and Operate Ekwan Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268876,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/293763,TBD,ESA,"Section 13.1: Introduction, Section 13.1: Project Description, Section 13.3: Assessment Methods, Section 13.4: Air, Section 13.5: Terrain and Soils, Section 13.6: Vegetation",1.0,42.0,Ekwan,"Alberta, British Columbia, All",Gas,Table
86,"Table 13.6-1 lists the area, and percent cover of all site series within the mapped corridor. Appendix 13G provides additional information on biophysical characteristics of each site series.",Table 13.6-1 Area of each Site Series Mapped Within the Mapped Corridor5  ,"Table 13.6-1 lists the area, and percent cover of all site series within the mapped corridor. Appendix 13G provides additional information on biophysical characteristics of each site series.",0.0,268706,A0H8C0 - 13.0 EIA - Section 13.1 to 13.6 ,2003-03-17 Application to Construct and Operate Ekwan Pipeline GH-1-2003,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/268693,A0H8C0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/268706,268706.pdf,52,2003-03-17,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268693,GH-1-2003,268693,EnCana Ekwan Pipeline Inc.,AXYS Environmental Consulting Ltd.,Part provincially regulated,Ekwan Pipeline Application/Horn River Pipeline Ptoject,GC-108,Ekwan Pipeline,Application to Construct and Operate Ekwan Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268876,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/293763,TBD,ESA,"Section 13.1: Introduction, Section 13.1: Project Description, Section 13.3: Assessment Methods, Section 13.4: Air, Section 13.5: Terrain and Soils, Section 13.6: Vegetation",1.0,42.0,Ekwan,"Alberta, British Columbia, All",Gas,Table
86,Table 13.6-1 Area of each Site Series Mapped Within the Mapped Corridor5,Area  (ha)  ,Table 13.6-1 Area of each Site Series Mapped Within the Mapped Corridor5,1.0,268706,A0H8C0 - 13.0 EIA - Section 13.1 to 13.6 ,2003-03-17 Application to Construct and Operate Ekwan Pipeline GH-1-2003,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/268693,A0H8C0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/268706,268706.pdf,52,2003-03-17,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268693,GH-1-2003,268693,EnCana Ekwan Pipeline Inc.,AXYS Environmental Consulting Ltd.,Part provincially regulated,Ekwan Pipeline Application/Horn River Pipeline Ptoject,GC-108,Ekwan Pipeline,Application to Construct and Operate Ekwan Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268876,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/293763,TBD,ESA,"Section 13.1: Introduction, Section 13.1: Project Description, Section 13.3: Assessment Methods, Section 13.4: Air, Section 13.5: Terrain and Soils, Section 13.6: Vegetation",1.0,42.0,Ekwan,"Alberta, British Columbia, All",Gas,Table
87,Table 13.6-2 Area of Forest Structural Stages Within the Study Corridor Structural Stage,  Area  (ha)  ,Table 13.6-2 Area of Forest Structural Stages Within the Study Corridor Structural Stage,1.0,268706,A0H8C0 - 13.0 EIA - Section 13.1 to 13.6 ,2003-03-17 Application to Construct and Operate Ekwan Pipeline GH-1-2003,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/268693,A0H8C0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/268706,268706.pdf,52,2003-03-17,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268693,GH-1-2003,268693,EnCana Ekwan Pipeline Inc.,AXYS Environmental Consulting Ltd.,Part provincially regulated,Ekwan Pipeline Application/Horn River Pipeline Ptoject,GC-108,Ekwan Pipeline,Application to Construct and Operate Ekwan Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/268876,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/293763,TBD,ESA,"Section 13.1: Introduction, Section 13.1: Project Description, Section 13.3: Assessment Methods, Section 13.4: Air, Section 13.5: Terrain and Soils, Section 13.6: Vegetation",1.0,42.0,Ekwan,"Alberta, British Columbia, All",Gas,Table
